"ID","pracword","valence","word","trials_2.thisRepN","trials_2.thisTrialN","trials_2.thisN","trials_2.thisIndex","trials.thisRepN","trials.thisTrialN","trials.thisN","trials.thisIndex","key_resp_3.keys","key_resp_3.rt","key_resp_4.keys","key_resp_4.rt","response.keys","response.corr","response.rt","date","frameRate","expName","session","participant","trial40","trial40c","rt","logrt","id","valenceE","rtms","rt.z"
205,NA,"negative","messy",NA,NA,NA,NA,0,4,4,36,NA,NA,NA,NA,"up",0,0.910298824,"2016_Sep_30_1215",59.98444007,"heterogeneity160929b",1,205,5,-0.375,0.910298824,6.81377292362861,205,-0.5,910.298824,-0.238032246357305
205,NA,"positive","wise",NA,NA,NA,NA,0,7,7,19,NA,NA,NA,NA,"up",0,0.693953991,"2016_Sep_30_1215",59.98444007,"heterogeneity160929b",1,205,8,-0.3,0.693953991,6.54240566292012,205,0.5,693.953991,-0.84564087533192
205,NA,"positive","enthusiastic",NA,NA,NA,NA,0,8,8,16,NA,NA,NA,NA,"up",0,0.624419928,"2016_Sep_30_1215",59.98444007,"heterogeneity160929b",1,205,9,-0.275,0.624419928,6.43682310357081,205,0.5,624.419928,-1.04092863007328
205,NA,"positive","proud",NA,NA,NA,NA,0,9,9,11,NA,NA,NA,NA,"up",0,0.493678093,"2016_Sep_30_1215",59.98444007,"heterogeneity160929b",1,205,10,-0.25,0.493678093,6.20188367117923,205,0.5,493.678093,-1.40811959096845
205,NA,"positive","trusting",NA,NA,NA,NA,0,11,11,8,NA,NA,NA,NA,"up",0,0.591995955,"2016_Sep_30_1215",59.98444007,"heterogeneity160929b",1,205,12,-0.2,0.591995955,6.38349980209039,205,0.5,591.995955,-1.13199198253356
205,NA,"positive","brilliant",NA,NA,NA,NA,0,13,13,12,NA,NA,NA,NA,"up",0,0.558450937,"2016_Sep_30_1215",59.98444007,"heterogeneity160929b",1,205,14,-0.15,0.558450937,6.32516676684379,205,0.5,558.450937,-1.2262038114609
205,NA,"positive","artistic",NA,NA,NA,NA,0,14,14,9,NA,NA,NA,NA,"up",0,0.659235001,"2016_Sep_30_1215",59.98444007,"heterogeneity160929b",1,205,15,-0.125,0.659235001,6.49108007336289,205,0.5,659.235001,-0.943149827224861
205,NA,"positive","inventive",NA,NA,NA,NA,0,15,15,18,NA,NA,NA,NA,"up",0,0.608848095,"2016_Sep_30_1215",59.98444007,"heterogeneity160929b",1,205,16,-0.1,0.608848095,6.41156880309865,205,0.5,608.848095,-1.08466242287318
205,NA,"positive","ambitious",NA,NA,NA,NA,0,17,17,10,NA,NA,NA,NA,"up",0,0.658960104,"2016_Sep_30_1215",59.98444007,"heterogeneity160929b",1,205,18,-0.05,0.658960104,6.49066299245743,205,0.5,658.960104,-0.943921880742216
205,NA,"negative","anxious",NA,NA,NA,NA,0,18,18,35,NA,NA,NA,NA,"up",0,0.959417105,"2016_Sep_30_1215",59.98444007,"heterogeneity160929b",1,205,19,-0.025,0.959417105,6.8663259177604,205,-0.5,959.417105,-0.100082608447534
205,NA,"positive","talented",NA,NA,NA,NA,0,20,20,0,NA,NA,NA,NA,"up",0,0.608618021,"2016_Sep_30_1215",59.98444007,"heterogeneity160929b",1,205,21,0.025,0.608618021,6.41119084760615,205,0.5,608.618021,-1.08530859013202
205,NA,"negative","stubborn",NA,NA,NA,NA,0,22,22,39,NA,NA,NA,NA,"up",0,0.825910091,"2016_Sep_30_1215",59.98444007,"heterogeneity160929b",1,205,23,0.075,0.825910091,6.71648591892825,205,-0.5,825.910091,-0.475039627804843
205,NA,"positive","confident",NA,NA,NA,NA,0,25,25,7,NA,NA,NA,NA,"up",0,0.673360825,"2016_Sep_30_1215",59.98444007,"heterogeneity160929b",1,205,26,0.15,0.673360825,6.51228133010157,205,0.5,673.360825,-0.903477178542853
205,NA,"positive","outgoing",NA,NA,NA,NA,0,29,29,17,NA,NA,NA,NA,"up",0,0.625952959,"2016_Sep_30_1215",59.98444007,"heterogeneity160929b",1,205,30,0.25,0.625952959,6.43927522290913,205,0.5,625.952959,-1.03662308299287
205,NA,"negative","impulsive",NA,NA,NA,NA,0,30,30,21,NA,NA,NA,NA,"up",0,0.608275175,"2016_Sep_30_1215",59.98444007,"heterogeneity160929b",1,205,31,0.275,0.608275175,6.41062737003852,205,-0.5,608.275175,-1.08627147972416
205,NA,"negative","cynical",NA,NA,NA,NA,0,37,37,37,NA,NA,NA,NA,"up",0,1.476138115,"2016_Sep_30_1215",59.98444007,"heterogeneity160929b",1,205,38,0.45,1.476138115,7.2971845746309,205,-0.5,1476.138115,1.35113829706158
206,NA,"positive","inventive",NA,NA,NA,NA,0,0,0,18,NA,NA,NA,NA,"up",0,1.692242146,"2016_Sep_30_1233",60.01070213,"heterogeneity160929b",1,206,1,-0.475,1.692242146,7.43380964221973,206,0.5,1692.242146,1.9580706289828
206,NA,"positive","persistent",NA,NA,NA,NA,0,1,1,13,NA,NA,NA,NA,"up",0,1.107909918,"2016_Sep_30_1233",60.01070213,"heterogeneity160929b",1,206,2,-0.45,1.107909918,7.01023056255804,206,0.5,1107.909918,0.316962315937204
206,NA,"positive","wise",NA,NA,NA,NA,0,2,2,19,NA,NA,NA,NA,"up",0,0.777783155,"2016_Sep_30_1233",60.01070213,"heterogeneity160929b",1,206,3,-0.425,0.777783155,6.65644776424876,206,0.5,777.783155,-0.6102050541948
206,NA,"positive","proud",NA,NA,NA,NA,0,3,3,11,NA,NA,NA,NA,"up",0,0.543775082,"2016_Sep_30_1233",60.01070213,"heterogeneity160929b",1,206,4,-0.4,0.543775082,6.29853570915513,206,0.5,543.775082,-1.26742123279668
206,NA,"negative","timid",NA,NA,NA,NA,0,4,4,28,NA,NA,NA,NA,"up",0,1.010191917,"2016_Sep_30_1233",60.01070213,"heterogeneity160929b",1,206,5,-0.375,1.010191917,6.91789560861608,206,-0.5,1010.191917,0.0425194286705135
206,NA,"positive","confident",NA,NA,NA,NA,0,5,5,7,NA,NA,NA,NA,"up",0,0.758888006,"2016_Sep_30_1233",60.01070213,"heterogeneity160929b",1,206,6,-0.35,0.758888006,6.63185421183116,206,0.5,758.888006,-0.663272443967687
206,NA,"negative","tense",NA,NA,NA,NA,0,7,7,26,NA,NA,NA,NA,"up",0,1.226480961,"2016_Sep_30_1233",60.01070213,"heterogeneity160929b",1,206,8,-0.3,1.226480961,7.11190434054504,206,-0.5,1226.480961,0.64997137316447
206,NA,"positive","idealistic",NA,NA,NA,NA,0,8,8,3,NA,NA,NA,NA,"up",0,0.991919041,"2016_Sep_30_1233",60.01070213,"heterogeneity160929b",1,206,9,-0.275,0.991919041,6.89964149205928,206,0.5,991.919041,-0.00880029540065566
206,NA,"positive","orderly",NA,NA,NA,NA,0,9,9,14,NA,NA,NA,NA,"up",0,1.992902994,"2016_Sep_30_1233",60.01070213,"heterogeneity160929b",1,206,10,-0.25,1.992902994,7.59734764567146,206,0.5,1992.902994,2.80248240950185
206,NA,"positive","disciplined",NA,NA,NA,NA,0,10,10,1,NA,NA,NA,NA,"up",0,0.958047867,"2016_Sep_30_1233",60.01070213,"heterogeneity160929b",1,206,11,-0.225,0.958047867,6.86489774227586,206,0.5,958.047867,-0.103928139733784
