prim,Prime.result,target,congruent,operand,distance,subject,rt,OT,subjective.0.is.unaware,presentation_time,addition.place,counter.balance,exclude_from_analysis
3,3,3,yes,S,0,34,596,0.616666667,1,2000,1,2,TRUE
2,2,2,yes,S,0,34,872,0.616666667,1,2000,1,2,TRUE
1,1,1,yes,S,0,34,700,0.616666667,1,2000,1,2,TRUE
0,0,0,yes,S,0,34,628,0.616666667,1,2000,1,2,TRUE
0,0,0,yes,S,0,34,492,0.616666667,1,2000,1,2,TRUE
4,4,4,yes,S,0,34,596,0.616666667,1,2000,1,2,TRUE
2,2,2,yes,S,0,34,699,0.616666667,1,2000,1,2,TRUE
0,0,0,yes,S,0,34,628,0.616666667,1,2000,1,2,TRUE
1,1,1,yes,S,0,34,560,0.616666667,1,2000,1,2,TRUE
0,0,0,yes,S,0,34,456,0.616666667,1,2000,1,2,TRUE
0,0,0,yes,S,0,34,456,0.616666667,1,2000,1,2,TRUE
5,5,5,yes,S,0,34,664,0.616666667,1,2000,1,2,TRUE
4,4,4,yes,S,0,34,559,0.616666667,1,2000,1,2,TRUE
2,2,2,yes,S,0,34,560,0.616666667,1,2000,1,2,TRUE
0,0,0,yes,S,0,34,493,0.616666667,1,2000,1,2,TRUE
1,1,1,yes,S,0,34,737,0.616666667,1,2000,1,2,TRUE
0,0,0,yes,S,0,34,456,0.616666667,1,2000,1,2,TRUE
3,3,3,yes,S,0,34,NA,0.616666667,1,2000,1,2,TRUE
1,1,1,yes,S,0,34,664,0.616666667,1,2000,1,2,TRUE
0,0,0,yes,S,0,34,492,0.616666667,1,2000,1,2,TRUE
6,6,6,yes,S,0,34,NA,0.616666667,1,2000,1,2,TRUE
0,0,0,yes,S,0,34,NA,0.616666667,1,2000,1,2,TRUE
4,4,4,yes,S,0,34,523,0.616666667,1,2000,1,2,TRUE
3,3,3,yes,S,0,34,840,0.616666667,1,2000,1,2,TRUE
1,1,1,yes,S,0,34,976,0.616666667,1,2000,1,2,TRUE
5,5,5,yes,S,0,34,628,0.616666667,1,2000,1,2,TRUE
2,2,2,yes,S,0,34,595,0.616666667,1,2000,1,2,TRUE
3,3,3,yes,S,0,34,596,0.616666667,1,2000,1,2,TRUE
1,1,1,yes,S,0,34,701,0.616666667,1,2000,1,2,TRUE
0,0,0,yes,S,0,34,595,0.616666667,1,2000,1,2,TRUE
2,2,2,yes,S,0,34,699,0.616666667,1,2000,1,2,TRUE
0,0,0,yes,S,0,34,561,0.616666667,1,2000,1,2,TRUE
0,0,0,yes,S,0,34,492,0.616666667,1,2000,1,2,TRUE
12,12,8,no,A,4,35,804,0.625,1,2000,2,2,TRUE
10,10,14,no,A,-4,35,595,0.625,1,2000,2,2,TRUE
9,9,12,no,A,-3,35,1084,0.625,1,2000,2,2,TRUE
9,9,10,no,A,-1,35,628,0.625,1,2000,2,2,TRUE
10,10,11,no,A,-1,35,595,0.625,1,2000,2,2,TRUE
10,10,12,no,A,-2,35,559,0.625,1,2000,2,2,TRUE
11,11,10,no,A,1,35,596,0.625,1,2000,2,2,TRUE
12,12,9,no,A,3,35,595,0.625,1,2000,2,2,TRUE
14,14,13,no,A,1,35,700,0.625,1,2000,2,2,TRUE
11,11,13,no,A,-2,35,700,0.625,1,2000,2,2,TRUE
8,8,9,no,A,-1,35,596,0.625,1,2000,2,2,TRUE
9,9,11,no,A,-2,35,736,0.625,1,2000,2,2,TRUE
11,11,13,no,A,-2,35,663,0.625,1,2000,2,2,TRUE
11,11,9,no,A,2,35,628,0.625,1,2000,2,2,TRUE
10,10,12,no,A,-2,35,664,0.625,1,2000,2,2,TRUE
11,11,12,no,A,-1,35,664,0.625,1,2000,2,2,TRUE
9,9,12,no,A,-3,35,804,0.625,1,2000,2,2,TRUE
12,12,10,no,A,2,35,629,0.625,1,2000,2,2,TRUE
13,13,9,no,A,4,35,628,0.625,1,2000,2,2,TRUE
10,10,11,no,A,-1,35,596,0.625,1,2000,2,2,TRUE
11,11,9,no,A,2,35,595,0.625,1,2000,2,2,TRUE
12,12,10,no,A,2,35,597,0.625,1,2000,2,2,TRUE
8,8,13,no,A,-5,35,664,0.625,1,2000,2,2,TRUE
9,9,10,no,A,-1,35,628,0.625,1,2000,2,2,TRUE
10,10,12,no,A,-2,35,701,0.625,1,2000,2,2,TRUE
12,12,11,no,A,1,35,524,0.625,1,2000,2,2,TRUE
12,12,13,no,A,-1,35,628,0.625,1,2000,2,2,TRUE
9,9,14,no,A,-5,35,595,0.625,1,2000,2,2,TRUE
11,11,12,no,A,-1,35,768,0.625,1,2000,2,2,TRUE
12,12,11,no,A,1,35,560,0.625,1,2000,2,2,TRUE
13,13,12,no,A,1,35,700,0.625,1,2000,2,2,TRUE
13,13,10,no,A,3,35,524,0.625,1,2000,2,2,TRUE
12,12,13,no,A,-1,35,628,0.625,1,2000,2,2,TRUE
11,11,12,no,A,-1,35,699,0.625,1,2000,2,2,TRUE
12,12,8,no,A,4,35,736,0.625,1,2000,2,2,TRUE
14,14,11,no,A,3,35,561,0.625,1,2000,2,2,TRUE
13,13,9,no,A,4,35,597,0.625,1,2000,2,2,TRUE
12,12,11,no,A,1,35,700,0.625,1,2000,2,2,TRUE
13,13,12,no,A,1,35,700,0.625,1,2000,2,2,TRUE
13,13,11,no,A,2,35,664,0.625,1,2000,2,2,TRUE
8,8,8,yes,A,0,35,628,0.625,1,2000,2,2,TRUE
9,9,9,yes,A,0,35,628,0.625,1,2000,2,2,TRUE
8,8,8,yes,A,0,35,735,0.625,1,2000,2,2,TRUE
10,10,10,yes,A,0,35,560,0.625,1,2000,2,2,TRUE
12,12,12,yes,A,0,35,840,0.625,1,2000,2,2,TRUE
13,13,13,yes,A,0,35,664,0.625,1,2000,2,2,TRUE
12,12,12,yes,A,0,35,700,0.625,1,2000,2,2,TRUE
11,11,11,yes,A,0,35,524,0.625,1,2000,2,2,TRUE
12,12,12,yes,A,0,35,803,0.625,1,2000,2,2,TRUE
13,13,13,yes,A,0,35,628,0.625,1,2000,2,2,TRUE
10,10,10,yes,A,0,35,560,0.625,1,2000,2,2,TRUE
13,13,13,yes,A,0,35,737,0.625,1,2000,2,2,TRUE
9,9,9,yes,A,0,35,596,0.625,1,2000,2,2,TRUE
11,11,11,yes,A,0,35,561,0.625,1,2000,2,2,TRUE
10,10,10,yes,A,0,35,596,0.625,1,2000,2,2,TRUE
9,9,9,yes,A,0,35,524,0.625,1,2000,2,2,TRUE
12,12,12,yes,A,0,35,559,0.625,1,2000,2,2,TRUE
14,14,14,yes,A,0,35,597,0.625,1,2000,2,2,TRUE
11,11,11,yes,A,0,35,664,0.625,1,2000,2,2,TRUE
12,12,12,yes,A,0,35,NA,0.625,1,2000,2,2,TRUE
12,12,12,yes,A,0,35,664,0.625,1,2000,2,2,TRUE
13,13,13,yes,A,0,35,595,0.625,1,2000,2,2,TRUE
9,9,9,yes,A,0,35,700,0.625,1,2000,2,2,TRUE
11,11,11,yes,A,0,35,803,0.625,1,2000,2,2,TRUE
12,12,12,yes,A,0,35,628,0.625,1,2000,2,2,TRUE
13,13,13,yes,A,0,35,628,0.625,1,2000,2,2,TRUE
9,9,9,yes,A,0,35,628,0.625,1,2000,2,2,TRUE
10,10,10,yes,A,0,35,595,0.625,1,2000,2,2,TRUE
12,12,12,yes,A,0,35,628,0.625,1,2000,2,2,TRUE
11,11,11,yes,A,0,35,559,0.625,1,2000,2,2,TRUE
10,10,10,yes,A,0,35,596,0.625,1,2000,2,2,TRUE
9,9,9,yes,A,0,35,664,0.625,1,2000,2,2,TRUE
11,11,11,yes,A,0,35,596,0.625,1,2000,2,2,TRUE
12,12,12,yes,A,0,35,664,0.625,1,2000,2,2,TRUE
11,11,11,yes,A,0,35,664,0.625,1,2000,2,2,TRUE
12,12,12,yes,A,0,35,664,0.625,1,2000,2,2,TRUE
13,13,13,yes,A,0,35,560,0.625,1,2000,2,2,TRUE
10,10,10,yes,A,0,35,560,0.625,1,2000,2,2,TRUE
11,11,11,yes,A,0,35,840,0.625,1,2000,2,2,TRUE
14,14,14,yes,A,0,35,596,0.625,1,2000,2,2,TRUE
0,0,2,no,S,-2,35,840,0.625,1,2000,2,2,TRUE
0,0,5,no,S,-5,35,664,0.625,1,2000,2,2,TRUE
0,0,1,no,S,-1,35,1116,0.625,1,2000,2,2,TRUE
0,0,3,no,S,-3,35,700,0.625,1,2000,2,2,TRUE
0,0,4,no,S,-4,35,804,0.625,1,2000,2,2,TRUE
3,3,0,no,S,3,35,805,0.625,1,2000,2,2,TRUE
1,1,0,no,S,1,35,701,0.625,1,2000,2,2,TRUE
0,0,1,no,S,-1,35,700,0.625,1,2000,2,2,TRUE
2,2,0,no,S,2,35,840,0.625,1,2000,2,2,TRUE
4,4,0,no,S,4,35,736,0.625,1,2000,2,2,TRUE
0,0,2,no,S,-2,35,840,0.625,1,2000,2,2,TRUE
2,2,0,no,S,2,35,908,0.625,1,2000,2,2,TRUE
1,1,0,no,S,1,35,840,0.625,1,2000,2,2,TRUE
0,0,1,no,S,-1,35,664,0.625,1,2000,2,2,TRUE
0,0,2,no,S,-2,35,872,0.625,1,2000,2,2,TRUE
3,3,2,no,S,1,35,768,0.625,1,2000,2,2,TRUE
5,5,0,no,S,5,35,840,0.625,1,2000,2,2,TRUE
0,0,1,no,S,-1,35,872,0.625,1,2000,2,2,TRUE
4,4,0,no,S,4,35,769,0.625,1,2000,2,2,TRUE
1,1,0,no,S,1,35,736,0.625,1,2000,2,2,TRUE
2,2,0,no,S,2,35,595,0.625,1,2000,2,2,TRUE
1,1,6,no,S,-5,35,840,0.625,1,2000,2,2,TRUE
0,0,1,no,S,-1,35,944,0.625,1,2000,2,2,TRUE
0,0,4,no,S,-4,35,768,0.625,1,2000,2,2,TRUE
5,5,0,no,S,5,35,700,0.625,1,2000,2,2,TRUE
3,3,0,no,S,3,35,700,0.625,1,2000,2,2,TRUE
2,2,4,no,S,-2,35,NA,0.625,1,2000,2,2,TRUE
6,6,3,no,S,3,35,525,0.625,1,2000,2,2,TRUE
0,0,1,no,S,-1,35,840,0.625,1,2000,2,2,TRUE
4,4,0,no,S,4,35,804,0.625,1,2000,2,2,TRUE
2,2,0,no,S,2,35,699,0.625,1,2000,2,2,TRUE
1,1,0,no,S,1,35,664,0.625,1,2000,2,2,TRUE
0,0,2,no,S,-2,35,840,0.625,1,2000,2,2,TRUE
3,3,0,no,S,3,35,872,0.625,1,2000,2,2,TRUE
0,0,3,no,S,-3,35,737,0.625,1,2000,2,2,TRUE
1,1,5,no,S,-4,35,699,0.625,1,2000,2,2,TRUE
0,0,3,no,S,-3,35,700,0.625,1,2000,2,2,TRUE
0,0,0,yes,S,0,35,664,0.625,1,2000,2,2,TRUE
0,0,0,yes,S,0,35,700,0.625,1,2000,2,2,TRUE
0,0,0,yes,S,0,35,768,0.625,1,2000,2,2,TRUE
0,0,0,yes,S,0,35,664,0.625,1,2000,2,2,TRUE
3,3,3,yes,S,0,35,700,0.625,1,2000,2,2,TRUE
2,2,2,yes,S,0,35,840,0.625,1,2000,2,2,TRUE
1,1,1,yes,S,0,35,944,0.625,1,2000,2,2,TRUE
0,0,0,yes,S,0,35,NA,0.625,1,2000,2,2,TRUE
0,0,0,yes,S,0,35,767,0.625,1,2000,2,2,TRUE
4,4,4,yes,S,0,35,805,0.625,1,2000,2,2,TRUE
2,2,2,yes,S,0,35,804,0.625,1,2000,2,2,TRUE
0,0,0,yes,S,0,35,664,0.625,1,2000,2,2,TRUE
1,1,1,yes,S,0,35,907,0.625,1,2000,2,2,TRUE
0,0,0,yes,S,0,35,665,0.625,1,2000,2,2,TRUE
0,0,0,yes,S,0,35,596,0.625,1,2000,2,2,TRUE
5,5,5,yes,S,0,35,840,0.625,1,2000,2,2,TRUE
4,4,4,yes,S,0,35,839,0.625,1,2000,2,2,TRUE
2,2,2,yes,S,0,35,803,0.625,1,2000,2,2,TRUE
0,0,0,yes,S,0,35,736,0.625,1,2000,2,2,TRUE
1,1,1,yes,S,0,35,872,0.625,1,2000,2,2,TRUE
0,0,0,yes,S,0,35,804,0.625,1,2000,2,2,TRUE
3,3,3,yes,S,0,35,700,0.625,1,2000,2,2,TRUE
1,1,1,yes,S,0,35,627,0.625,1,2000,2,2,TRUE
0,0,0,yes,S,0,35,NA,0.625,1,2000,2,2,TRUE
6,6,6,yes,S,0,35,737,0.625,1,2000,2,2,TRUE
0,0,0,yes,S,0,35,803,0.625,1,2000,2,2,TRUE
4,4,4,yes,S,0,35,768,0.625,1,2000,2,2,TRUE
3,3,3,yes,S,0,35,700,0.625,1,2000,2,2,TRUE
1,1,1,yes,S,0,35,456,0.625,1,2000,2,2,TRUE
5,5,5,yes,S,0,35,596,0.625,1,2000,2,2,TRUE
2,2,2,yes,S,0,35,840,0.625,1,2000,2,2,TRUE
3,3,3,yes,S,0,35,628,0.625,1,2000,2,2,TRUE
1,1,1,yes,S,0,35,595,0.625,1,2000,2,2,TRUE
0,0,0,yes,S,0,35,805,0.625,1,2000,2,2,TRUE
2,2,2,yes,S,0,35,873,0.625,1,2000,2,2,TRUE
0,0,0,yes,S,0,35,944,0.625,1,2000,2,2,TRUE
0,0,0,yes,S,0,35,840,0.625,1,2000,2,2,TRUE
12,12,8,no,A,4,36,701,0.546875,0,2000,1,2,FALSE
10,10,14,no,A,-4,36,805,0.546875,0,2000,1,2,FALSE
9,9,12,no,A,-3,36,628,0.546875,0,2000,1,2,FALSE
9,9,10,no,A,-1,36,663,0.546875,0,2000,1,2,FALSE
10,10,11,no,A,-1,36,804,0.546875,0,2000,1,2,FALSE
10,10,12,no,A,-2,36,735,0.546875,0,2000,1,2,FALSE
11,11,10,no,A,1,36,628,0.546875,0,2000,1,2,FALSE
12,12,9,no,A,3,36,628,0.546875,0,2000,1,2,FALSE
14,14,13,no,A,1,36,701,0.546875,0,2000,1,2,FALSE
11,11,13,no,A,-2,36,804,0.546875,0,2000,1,2,FALSE
8,8,9,no,A,-1,36,665,0.546875,0,2000,1,2,FALSE
9,9,11,no,A,-2,36,700,0.546875,0,2000,1,2,FALSE
11,11,13,no,A,-2,36,768,0.546875,0,2000,1,2,FALSE
11,11,9,no,A,2,36,664,0.546875,0,2000,1,2,FALSE
10,10,12,no,A,-2,36,840,0.546875,0,2000,1,2,FALSE
11,11,12,no,A,-1,36,872,0.546875,0,2000,1,2,FALSE
9,9,12,no,A,-3,36,736,0.546875,0,2000,1,2,FALSE
12,12,10,no,A,2,36,NA,0.546875,0,2000,1,2,FALSE
13,13,9,no,A,4,36,525,0.546875,0,2000,1,2,FALSE
10,10,11,no,A,-1,36,804,0.546875,0,2000,1,2,FALSE
11,11,9,no,A,2,36,736,0.546875,0,2000,1,2,FALSE
12,12,10,no,A,2,36,664,0.546875,0,2000,1,2,FALSE
8,8,13,no,A,-5,36,767,0.546875,0,2000,1,2,FALSE
9,9,10,no,A,-1,36,595,0.546875,0,2000,1,2,FALSE
10,10,12,no,A,-2,36,840,0.546875,0,2000,1,2,FALSE
12,12,11,no,A,1,36,803,0.546875,0,2000,1,2,FALSE
12,12,13,no,A,-1,36,627,0.546875,0,2000,1,2,FALSE
9,9,14,no,A,-5,36,736,0.546875,0,2000,1,2,FALSE
11,11,12,no,A,-1,36,872,0.546875,0,2000,1,2,FALSE
12,12,11,no,A,1,36,700,0.546875,0,2000,1,2,FALSE
13,13,12,no,A,1,36,768,0.546875,0,2000,1,2,FALSE
13,13,10,no,A,3,36,664,0.546875,0,2000,1,2,FALSE
12,12,13,no,A,-1,36,664,0.546875,0,2000,1,2,FALSE
11,11,12,no,A,-1,36,699,0.546875,0,2000,1,2,FALSE
12,12,8,no,A,4,36,664,0.546875,0,2000,1,2,FALSE
14,14,11,no,A,3,36,700,0.546875,0,2000,1,2,FALSE
13,13,9,no,A,4,36,664,0.546875,0,2000,1,2,FALSE
12,12,11,no,A,1,36,909,0.546875,0,2000,1,2,FALSE
13,13,12,no,A,1,36,804,0.546875,0,2000,1,2,FALSE
13,13,11,no,A,2,36,768,0.546875,0,2000,1,2,FALSE
8,8,8,yes,A,0,36,596,0.546875,0,2000,1,2,FALSE
9,9,9,yes,A,0,36,804,0.546875,0,2000,1,2,FALSE
8,8,8,yes,A,0,36,628,0.546875,0,2000,1,2,FALSE
10,10,10,yes,A,0,36,628,0.546875,0,2000,1,2,FALSE
12,12,12,yes,A,0,36,736,0.546875,0,2000,1,2,FALSE
13,13,13,yes,A,0,36,768,0.546875,0,2000,1,2,FALSE
12,12,12,yes,A,0,36,596,0.546875,0,2000,1,2,FALSE
11,11,11,yes,A,0,36,559,0.546875,0,2000,1,2,FALSE
12,12,12,yes,A,0,36,839,0.546875,0,2000,1,2,FALSE
13,13,13,yes,A,0,36,736,0.546875,0,2000,1,2,FALSE
10,10,10,yes,A,0,36,700,0.546875,0,2000,1,2,FALSE
13,13,13,yes,A,0,36,597,0.546875,0,2000,1,2,FALSE
9,9,9,yes,A,0,36,NA,0.546875,0,2000,1,2,FALSE
11,11,11,yes,A,0,36,768,0.546875,0,2000,1,2,FALSE
10,10,10,yes,A,0,36,628,0.546875,0,2000,1,2,FALSE
9,9,9,yes,A,0,36,908,0.546875,0,2000,1,2,FALSE
12,12,12,yes,A,0,36,841,0.546875,0,2000,1,2,FALSE
14,14,14,yes,A,0,36,805,0.546875,0,2000,1,2,FALSE
11,11,11,yes,A,0,36,769,0.546875,0,2000,1,2,FALSE
12,12,12,yes,A,0,36,804,0.546875,0,2000,1,2,FALSE
12,12,12,yes,A,0,36,628,0.546875,0,2000,1,2,FALSE
13,13,13,yes,A,0,36,664,0.546875,0,2000,1,2,FALSE
9,9,9,yes,A,0,36,700,0.546875,0,2000,1,2,FALSE
11,11,11,yes,A,0,36,737,0.546875,0,2000,1,2,FALSE
12,12,12,yes,A,0,36,804,0.546875,0,2000,1,2,FALSE
13,13,13,yes,A,0,36,769,0.546875,0,2000,1,2,FALSE
9,9,9,yes,A,0,36,665,0.546875,0,2000,1,2,FALSE
10,10,10,yes,A,0,36,701,0.546875,0,2000,1,2,FALSE
12,12,12,yes,A,0,36,804,0.546875,0,2000,1,2,FALSE
11,11,11,yes,A,0,36,628,0.546875,0,2000,1,2,FALSE
10,10,10,yes,A,0,36,596,0.546875,0,2000,1,2,FALSE
9,9,9,yes,A,0,36,768,0.546875,0,2000,1,2,FALSE
11,11,11,yes,A,0,36,664,0.546875,0,2000,1,2,FALSE
12,12,12,yes,A,0,36,805,0.546875,0,2000,1,2,FALSE
11,11,11,yes,A,0,36,NA,0.546875,0,2000,1,2,FALSE
12,12,12,yes,A,0,36,736,0.546875,0,2000,1,2,FALSE
13,13,13,yes,A,0,36,701,0.546875,0,2000,1,2,FALSE
10,10,10,yes,A,0,36,735,0.546875,0,2000,1,2,FALSE
11,11,11,yes,A,0,36,736,0.546875,0,2000,1,2,FALSE
14,14,14,yes,A,0,36,840,0.546875,0,2000,1,2,FALSE
0,0,2,no,S,-2,36,700,0.546875,0,2000,1,2,FALSE
0,0,5,no,S,-5,36,560,0.546875,0,2000,1,2,FALSE
0,0,1,no,S,-1,36,628,0.546875,0,2000,1,2,FALSE
0,0,3,no,S,-3,36,561,0.546875,0,2000,1,2,FALSE
0,0,4,no,S,-4,36,560,0.546875,0,2000,1,2,FALSE
3,3,0,no,S,3,36,628,0.546875,0,2000,1,2,FALSE
1,1,0,no,S,1,36,663,0.546875,0,2000,1,2,FALSE
0,0,1,no,S,-1,36,664,0.546875,0,2000,1,2,FALSE
2,2,0,no,S,2,36,628,0.546875,0,2000,1,2,FALSE
4,4,0,no,S,4,36,559,0.546875,0,2000,1,2,FALSE
0,0,2,no,S,-2,36,596,0.546875,0,2000,1,2,FALSE
2,2,0,no,S,2,36,628,0.546875,0,2000,1,2,FALSE
1,1,0,no,S,1,36,596,0.546875,0,2000,1,2,FALSE
0,0,1,no,S,-1,36,492,0.546875,0,2000,1,2,FALSE
0,0,2,no,S,-2,36,701,0.546875,0,2000,1,2,FALSE
3,3,2,no,S,1,36,664,0.546875,0,2000,1,2,FALSE
5,5,0,no,S,5,36,628,0.546875,0,2000,1,2,FALSE
0,0,1,no,S,-1,36,736,0.546875,0,2000,1,2,FALSE
4,4,0,no,S,4,36,700,0.546875,0,2000,1,2,FALSE
1,1,0,no,S,1,36,560,0.546875,0,2000,1,2,FALSE
2,2,0,no,S,2,36,596,0.546875,0,2000,1,2,FALSE
1,1,6,no,S,-5,36,628,0.546875,0,2000,1,2,FALSE
0,0,1,no,S,-1,36,664,0.546875,0,2000,1,2,FALSE
0,0,4,no,S,-4,36,735,0.546875,0,2000,1,2,FALSE
5,5,0,no,S,5,36,628,0.546875,0,2000,1,2,FALSE
3,3,0,no,S,3,36,596,0.546875,0,2000,1,2,FALSE
2,2,4,no,S,-2,36,525,0.546875,0,2000,1,2,FALSE
6,6,3,no,S,3,36,561,0.546875,0,2000,1,2,FALSE
0,0,1,no,S,-1,36,701,0.546875,0,2000,1,2,FALSE
4,4,0,no,S,4,36,840,0.546875,0,2000,1,2,FALSE
2,2,0,no,S,2,36,805,0.546875,0,2000,1,2,FALSE
1,1,0,no,S,1,36,524,0.546875,0,2000,1,2,FALSE
0,0,2,no,S,-2,36,628,0.546875,0,2000,1,2,FALSE
3,3,0,no,S,3,36,767,0.546875,0,2000,1,2,FALSE
0,0,3,no,S,-3,36,492,0.546875,0,2000,1,2,FALSE
1,1,5,no,S,-4,36,491,0.546875,0,2000,1,2,FALSE
0,0,3,no,S,-3,36,493,0.546875,0,2000,1,2,FALSE
0,0,0,yes,S,0,36,559,0.546875,0,2000,1,2,FALSE
0,0,0,yes,S,0,36,559,0.546875,0,2000,1,2,FALSE
0,0,0,yes,S,0,36,523,0.546875,0,2000,1,2,FALSE
0,0,0,yes,S,0,36,665,0.546875,0,2000,1,2,FALSE
3,3,3,yes,S,0,36,559,0.546875,0,2000,1,2,FALSE
2,2,2,yes,S,0,36,736,0.546875,0,2000,1,2,FALSE
1,1,1,yes,S,0,36,561,0.546875,0,2000,1,2,FALSE
0,0,0,yes,S,0,36,492,0.546875,0,2000,1,2,FALSE
0,0,0,yes,S,0,36,700,0.546875,0,2000,1,2,FALSE
4,4,4,yes,S,0,36,628,0.546875,0,2000,1,2,FALSE
2,2,2,yes,S,0,36,596,0.546875,0,2000,1,2,FALSE
0,0,0,yes,S,0,36,596,0.546875,0,2000,1,2,FALSE
1,1,1,yes,S,0,36,561,0.546875,0,2000,1,2,FALSE
0,0,0,yes,S,0,36,560,0.546875,0,2000,1,2,FALSE
0,0,0,yes,S,0,36,627,0.546875,0,2000,1,2,FALSE
5,5,5,yes,S,0,36,628,0.546875,0,2000,1,2,FALSE
4,4,4,yes,S,0,36,524,0.546875,0,2000,1,2,FALSE
2,2,2,yes,S,0,36,456,0.546875,0,2000,1,2,FALSE
0,0,0,yes,S,0,36,664,0.546875,0,2000,1,2,FALSE
1,1,1,yes,S,0,36,523,0.546875,0,2000,1,2,FALSE
0,0,0,yes,S,0,36,561,0.546875,0,2000,1,2,FALSE
3,3,3,yes,S,0,36,525,0.546875,0,2000,1,2,FALSE
1,1,1,yes,S,0,36,737,0.546875,0,2000,1,2,FALSE
0,0,0,yes,S,0,36,664,0.546875,0,2000,1,2,FALSE
6,6,6,yes,S,0,36,768,0.546875,0,2000,1,2,FALSE
0,0,0,yes,S,0,36,596,0.546875,0,2000,1,2,FALSE
4,4,4,yes,S,0,36,524,0.546875,0,2000,1,2,FALSE
3,3,3,yes,S,0,36,628,0.546875,0,2000,1,2,FALSE
1,1,1,yes,S,0,36,872,0.546875,0,2000,1,2,FALSE
5,5,5,yes,S,0,36,628,0.546875,0,2000,1,2,FALSE
2,2,2,yes,S,0,36,664,0.546875,0,2000,1,2,FALSE
3,3,3,yes,S,0,36,491,0.546875,0,2000,1,2,FALSE
1,1,1,yes,S,0,36,872,0.546875,0,2000,1,2,FALSE
0,0,0,yes,S,0,36,523,0.546875,0,2000,1,2,FALSE
2,2,2,yes,S,0,36,596,0.546875,0,2000,1,2,FALSE
0,0,0,yes,S,0,36,560,0.546875,0,2000,1,2,FALSE
0,0,0,yes,S,0,36,560,0.546875,0,2000,1,2,FALSE
12,12,8,no,A,4,37,492,0.515625,1,2000,2,2,TRUE
10,10,14,no,A,-4,37,700,0.515625,1,2000,2,2,TRUE
9,9,12,no,A,-3,37,596,0.515625,1,2000,2,2,TRUE
9,9,10,no,A,-1,37,456,0.515625,1,2000,2,2,TRUE
10,10,11,no,A,-1,37,561,0.515625,1,2000,2,2,TRUE
10,10,12,no,A,-2,37,596,0.515625,1,2000,2,2,TRUE
11,11,10,no,A,1,37,456,0.515625,1,2000,2,2,TRUE
12,12,9,no,A,3,37,NA,0.515625,1,2000,2,2,TRUE
14,14,13,no,A,1,37,419,0.515625,1,2000,2,2,TRUE
11,11,13,no,A,-2,37,524,0.515625,1,2000,2,2,TRUE
8,8,9,no,A,-1,37,492,0.515625,1,2000,2,2,TRUE
9,9,11,no,A,-2,37,700,0.515625,1,2000,2,2,TRUE
11,11,13,no,A,-2,37,492,0.515625,1,2000,2,2,TRUE
11,11,9,no,A,2,37,493,0.515625,1,2000,2,2,TRUE
10,10,12,no,A,-2,37,523,0.515625,1,2000,2,2,TRUE
11,11,12,no,A,-1,37,NA,0.515625,1,2000,2,2,TRUE
9,9,12,no,A,-3,37,524,0.515625,1,2000,2,2,TRUE
12,12,10,no,A,2,37,561,0.515625,1,2000,2,2,TRUE
13,13,9,no,A,4,37,524,0.515625,1,2000,2,2,TRUE
10,10,11,no,A,-1,37,523,0.515625,1,2000,2,2,TRUE
11,11,9,no,A,2,37,560,0.515625,1,2000,2,2,TRUE
12,12,10,no,A,2,37,421,0.515625,1,2000,2,2,TRUE
8,8,13,no,A,-5,37,493,0.515625,1,2000,2,2,TRUE
9,9,10,no,A,-1,37,491,0.515625,1,2000,2,2,TRUE
10,10,12,no,A,-2,37,524,0.515625,1,2000,2,2,TRUE
12,12,11,no,A,1,37,525,0.515625,1,2000,2,2,TRUE
12,12,13,no,A,-1,37,456,0.515625,1,2000,2,2,TRUE
9,9,14,no,A,-5,37,420,0.515625,1,2000,2,2,TRUE
11,11,12,no,A,-1,37,559,0.515625,1,2000,2,2,TRUE
12,12,11,no,A,1,37,627,0.515625,1,2000,2,2,TRUE
13,13,12,no,A,1,37,628,0.515625,1,2000,2,2,TRUE
13,13,10,no,A,3,37,596,0.515625,1,2000,2,2,TRUE
12,12,13,no,A,-1,37,523,0.515625,1,2000,2,2,TRUE
11,11,12,no,A,-1,37,524,0.515625,1,2000,2,2,TRUE
12,12,8,no,A,4,37,596,0.515625,1,2000,2,2,TRUE
14,14,11,no,A,3,37,628,0.515625,1,2000,2,2,TRUE
13,13,9,no,A,4,37,493,0.515625,1,2000,2,2,TRUE
12,12,11,no,A,1,37,627,0.515625,1,2000,2,2,TRUE
13,13,12,no,A,1,37,524,0.515625,1,2000,2,2,TRUE
13,13,11,no,A,2,37,524,0.515625,1,2000,2,2,TRUE
8,8,8,yes,A,0,37,523,0.515625,1,2000,2,2,TRUE
9,9,9,yes,A,0,37,525,0.515625,1,2000,2,2,TRUE
8,8,8,yes,A,0,37,560,0.515625,1,2000,2,2,TRUE
10,10,10,yes,A,0,37,524,0.515625,1,2000,2,2,TRUE
12,12,12,yes,A,0,37,595,0.515625,1,2000,2,2,TRUE
13,13,13,yes,A,0,37,559,0.515625,1,2000,2,2,TRUE
12,12,12,yes,A,0,37,805,0.515625,1,2000,2,2,TRUE
11,11,11,yes,A,0,37,524,0.515625,1,2000,2,2,TRUE
12,12,12,yes,A,0,37,525,0.515625,1,2000,2,2,TRUE
13,13,13,yes,A,0,37,525,0.515625,1,2000,2,2,TRUE
10,10,10,yes,A,0,37,596,0.515625,1,2000,2,2,TRUE
